office_name,pincode,office_type,delivery_status,division_name,region_name,circle_name,taluk,district_name,state_name,telephone,related_suboffice,related_headoffice,longitude,latitude
Chaduni Jattan B.O,136135,B.O,Delivery,Kurukshetra,Ambala  HQ,Haryana,Shahbad,Kurukshetra,HARYANA,NA,Shahabad(M) S.O,Kurukshetra H.O,NA,NA
